_id,date,current_account,household_debt,housing_price,foreign_reserves,korea_gdp,korea_gdp_gap,us_real_gdp,us_potential_gdp,us_potential_gdp_gap,china_gdp,china_gdp_gap,euro_gdp,euro_gdp_gap,japan_gdp,japan_gdp_gap,korea_interest_rate,korea_interest_rate_pred,us_interest_rate,us_interest_rate_pred,oil_import_price,investment_korea,consumption_korea,reer_us,reer_korea,korea_exports,korea_imports,KOR_CPI,US_CPI
680755cfb97380cb55dbb57b,2021-06-30 9:00,8267.466667,1810575.9,92.07466667,441334897.7,537903808,0.353590238,21389.005,21382.89835,-0.117809582,112355970,1.802718492,2681331.3,-0.74981134,544392.9,-0.402638115,0.5,0.489913872,0.07,0.227129935,67.29105999,168341.6,3,96.74333333,101.6966667,1.5673E+11,1.50477E+11,118.12,123.51
680755cfb97380cb55dbb57c,2021-09-30 9:00,6479.766667,1845539.5,95.68166667,441402705.3,538085696,-0.173824355,21571.421,21493.01915,-0.132116567,112355970,0.548487494,2727722.9,0.582423393,542150,-0.895335114,0.666666667,0.434445176,0.09,0.176251756,74.36725333,164545.6,0.5,98.67333333,99.03,1.64541E+11,1.57743E+11,118.93,125.48
680755cfb97380cb55dbb57d,2021-12-31 9:00,5341.533333,1862908.4,99.028,440553012,546662208,0.853230388,21960.388,21606.08076,-0.137478015,112355970,-0.675022023,2750800.3,1.035112807,548195.4,0.108192493,0.916666667,0.703439151,0.08,0.026633451,81.37115541,166199.1,1.9,100.28,97.6,1.76725E+11,1.69558E+11,120.12,127.39
680755cfb97380cb55dbb57e,2022-03-31 9:00,7034.033333,1862949.5,100.171,435633900.3,549303680,0.781677575,21903.85,21722.0248,-0.134238829,115877050,1.205955182,2765983.2,1.187382554,544889.4,-0.612441817,1.25,0.921622177,0.12,-0.020634851,85.9965083,163732.1,-1,101.3833333,96.51,1.73398E+11,1.78548E+11,122.09,130.3
680755cfb97380cb55dbb57f,2022-06-30 9:00,4026.866667,1868426.7,100.718,420974613.7,553684800,1.031202182,21919.222,21840.56636,-0.123690091,115877050,0.003293033,2790763.2,1.684340605,551147.6,0.396835928,1.666666667,1.337693109,0.77,0.179759142,111.8153963,164320,2.9,105.5866667,95.97333333,1.77114E+11,1.8515E+11,124.48,134.17
680755cfb97380cb55dbb580,2022-09-30 9:00,-1397.466667,1871108,100.7216667,407164064.7,555841472,0.877899995,22066.784,21961.53508,-0.106493647,115877050,-1.172035846,2806443.6,1.846818226,549221.9,-0.097067716,2.416666667,1.728596637,2.19,1.343136828,108.9888536,168869.6,1.3,109.7166667,93.5,1.74024E+11,1.93221E+11,125.88,135.94
680755cfb97380cb55dbb581,2022-12-31 9:00,-1053.8,1867553.3,98.939,393996570,553328896,-0.113019418,22249.459,22084.92536,-0.08247709,115877050,-2.321654419,2803770.4,1.346732934,550317.1,-0.050361001,3.166666667,2.647455586,3.653333333,3.41850731,93.15525304,168495.5,-0.1,110.2066667,93.52666667,1.59049E+11,1.76265E+11,126.39,136.44
680755cfb97380cb55dbb582,2023-03-31 9:00,-1544.7,1853067.5,95.838,402853880.7,555761088,-0.202420758,22403.435,22208.24254,-0.062608014,122152938,1.782943225,2804187.4,0.965214916,557279.4,1.052839027,3.5,3.363307703,4.516666667,5.147609123,83.34587133,168177.8,0.5,106.24,96.49666667,1.51216E+11,1.73809E+11,127.71,137.86
680755cfb97380cb55dbb583,2023-06-30 9:00,1570.266667,1861299.6,93.87266667,398726854.3,558825920,-0.175166329,22539.418,22333.11239,-0.039126381,122152938,0.624116073,2806030.8,0.641557274,560550.5,1.479206998,3.5,3.61830717,4.99,5.658742754,82.43450686,168954.9,-0.3,106.6566667,94.88333333,1.55783E+11,1.60646E+11,128.54,139.51
680755cfb97380cb55dbb584,2023-09-30 9:00,4129.7,1878427.3,93.34433333,393781922.7,563035712,0.057712667,22780.933,22459.74068,-0.010720364,122152938,-0.508472052,2806286.1,0.267138001,555418.5,0.382043836,3.5,3.455468379,5.26,5.342914159,84.14435734,169742.1,0.1,107.6933333,97.35666667,1.57103E+11,1.52571E+11,129.83,140.71
680755cfb97380cb55dbb585,2023-12-31 9:00,6785.333333,1885451.2,93.399,392389306.7,565597568,-0.000880438,22960.6,22588.18459,0.023259909,122152938,-1.615768898,2807350.3,-0.072790323,554986,0.133806469,3.5,3.509129659,5.33,5.430828616,92.45468079,167993.7,0.4,108.5166667,97.70666667,1.68124E+11,1.57332E+11,130.7,140.86
680755cfb97380cb55dbb586,2024-03-31 9:00,7569,1882385.4,93.15833333,392738238.3,572950976,0.786060704,23053.545,22718.13,0.061821634,128232078,2.143998963,2816432.7,-0.123758189,552296.6,-0.522307162,3.5,3.456293006,5.33,5.392762151,82.29475684,169878.3,0.7,107.96,96.64333333,1.63305E+11,1.55242E+11,131.56,142.33
680755cfb97380cb55dbb587,2024-06-30 9:00,8433.966667,1895802,92.965,388925018,571646720,0.051677136,23223.906,22849.87,0.106639106,128232078,1.033819392,2820931.3,-0.334953267,556368.7,0.037750182,3.5,3.508712421,5.33,5.306726516,89.46051308,167490,-0.2,110.0833333,94.79666667,1.71511E+11,1.58266E+11,131.97,143.97
680755cfb97380cb55dbb588,2024-09-30 9:00,7998.2,1914279.9,93.038,392154075.7,572216000,-0.347904934,23400.294,22981.32,0.148951717,128232078,-0.051050779,2832838.8,-0.283101963,558673.3,0.277457779,3.5,3.457302092,5.263333333,5.340845803,84.90228876,167838.7,0.5,109.4933333,94.31666667,1.73646E+11,1.60758E+11,132.5,144.4
680755cfb97380cb55dbb589,2024-12-31 9:00,9013.233333,1927259.8,93.24633333,391692242.3,572594880,-0.776035872,23542.349,23113.34,0.192882527,128232078,-1.112183074,2839574.6,-0.412751712,562477.3,0.784502361,3.083333333,3.5083164,4.65,5.194119163,76.82736211,165134.1,0.2,111.9766667,92.55,1.75148E+11,1.57485E+11,132.76,144.73
680755cfb97380cb55dbb58a,2025-03-31 9:00,9383.35,1927259.8,93.01566667,387316269,572594880,-0.776035872,23542.349,23243.22,0.226982155,128232078,-1.112183074,2839574.6,-0.412751712,562477.3,0.784502361,3.083333333,2.900957693,4.33,4.041577903,80.14799357,165134.1,0.2,114.06,90.49,1.75148E+11,1.57485E+11,134.33,144.73
680755cfb97380cb55dbb58b,2025-06-30 9:00,9383.35,1927259.8,93.01566667,387316269,572594880,-0.776035872,23542.349,23243.22,0.226982155,128232078,-1.112183074,2839574.6,-0.412751712,562477.3,0.784502361,3.083333333,2.900957693,4.33,4.056496428,80.14799357,165134.1,0.2,114.06,90.49,1.75148E+11,1.57485E+11,134.33,144.73
